intervention,repeat_id,baseline_acc,intervention_acc,delta_acc,removed_edges,target_neurons,control_type,available,unavailable_reason,seed,split,checkpoint,mean_target_expected_out_degree,mean_control_expected_out_degree,mean_abs_degree_gap
baseline,,0.730565371024735,0.730565371024735,0.0,0,,baseline,True,,42,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
top_prob_edges_remove,,0.730565371024735,0.730565371024735,0.0,50,,target,True,,42,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,0,0.730565371024735,0.7323321554770318,0.0017667844522968323,50,,random_same_count,True,,4015472000,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,1,0.730565371024735,0.7336572438162544,0.0030918727915194566,50,,random_same_count,True,,1461243946,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,2,0.730565371024735,0.7296819787985865,-0.0008833922261484162,50,,random_same_count,True,,1802613697,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,3,0.730565371024735,0.7301236749116607,-0.0004416961130742081,50,,random_same_count,True,,550143874,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,4,0.730565371024735,0.7283568904593639,-0.0022084805653710404,50,,random_same_count,True,,304439886,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,5,0.730565371024735,0.732773851590106,0.0022084805653710404,50,,random_same_count,True,,3025193509,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,6,0.730565371024735,0.730565371024735,0.0,50,,random_same_count,True,,4263124835,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,7,0.730565371024735,0.7336572438162544,0.0030918727915194566,50,,random_same_count,True,,2972265703,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,8,0.730565371024735,0.732773851590106,0.0022084805653710404,50,,random_same_count,True,,2319780144,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,9,0.730565371024735,0.7318904593639576,0.0013250883392226243,50,,random_same_count,True,,4283811609,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
random_edges_same_as_top_prob,10,0.730565371024735,0.7314487632508834,0.0008833922261484162,50,,random_same_count,True,,3825055890,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_42_260616014632/checkpoints/best.pt,,,
