intervention,repeat_id,baseline_acc,intervention_acc,delta_acc,removed_edges,target_neurons,control_type,available,unavailable_reason,seed,split,checkpoint,mean_target_expected_out_degree,mean_control_expected_out_degree,mean_abs_degree_gap
baseline,,0.7199646643109541,0.7199646643109541,0.0,0,,baseline,True,,43,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
top_prob_edges_remove,,0.7199646643109541,0.7212897526501767,0.0013250883392226243,50,,target,True,,43,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,0,0.7199646643109541,0.7217314487632509,0.0017667844522968323,50,,random_same_count,True,,3186690018,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,1,0.7199646643109541,0.7173144876325088,-0.0026501766784452485,50,,random_same_count,True,,3573308119,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,2,0.7199646643109541,0.7168727915194346,-0.0030918727915194566,50,,random_same_count,True,,633558975,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,3,0.7199646643109541,0.717756183745583,-0.0022084805653710404,50,,random_same_count,True,,3860086568,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,4,0.7199646643109541,0.7164310954063604,-0.0035335689045936647,50,,random_same_count,True,,3887205786,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,5,0.7199646643109541,0.7234982332155477,0.0035335689045936647,50,,random_same_count,True,,3709868808,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,6,0.7199646643109541,0.7137809187279152,-0.006183745583038913,50,,random_same_count,True,,251684873,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
random_edges_same_as_top_prob,7,0.7199646643109541,0.7186395759717314,-0.0013250883392226243,50,,random_same_count,True,,65937820,test,experiments/lsm_shd_alif_lowrank_r16_m50p10_learned_input_proj_fdi_spike_adaptation_b010_inc0125_biaslr05_43_260616083935/checkpoints/best.pt,,,
